package_name,category,repo_age_days,days_since_last_commit,releases_per_year,stars_per_day,contributors_per_year,doc_completeness_score,has_license,weekly_downloads,open_issues,well_maintained
testchronicle,Testing frameworks,140,7,28.698214285714286,0.007142857142857143,7.826785714285714,2.0,1,169,0.0,1
testgenius-ai,Testing frameworks,397,389,11.040302267002518,0.005037783375314861,0.9200251889168766,2.0,1,49,0.0,0
mcp-jest,Testing frameworks,424,44,13.783018867924527,0.04009433962264151,1.722877358490566,1.0,1,80,47.0,1
insite-mcp,Testing frameworks,363,353,5.0309917355371905,0.0027548209366391185,1.006198347107438,1.0,1,33,1.0,1
mocktomata,Testing frameworks,3123,5,5.146013448607109,0.004482869036183158,0.7017291066282421,2.0,1,51,41.0,1
@saitarrunpitta/devforge-ai,Testing frameworks,40,38,12.175,0.044444444444444446,8.116666666666667,2.0,1,59,0.0,1
sdlc-ai-workflow,Testing frameworks,44,42,44.641666666666666,0.022222222222222223,8.116666666666667,2.0,0,19,0.0,1
@presidio-dev/factifai-agent,Testing frameworks,449,190,9.761692650334075,0.0400890868596882,5.694320712694877,1.0,1,11,0.0,1
tehanu,Testing frameworks,1908,794,1.722877358490566,0.0020964360587002098,0.1914308176100629,2.0,1,24,1.0,0
@arufa/wasmkit,Testing frameworks,1229,976,3.566314076484947,0.0024410089503661514,3.269121236777868,1.0,1,27,16.0,0
@mocktomata/cli,Testing frameworks,3123,5,1.8712776176753123,0.004482869036183158,0.7017291066282421,2.0,1,20,41.0,1
juno-trestle,Testing frameworks,1641,976,0.8903107861060329,0.007921998781230956,2.6709323583180984,2.0,1,6,23.0,0
junokit,Testing frameworks,1641,976,3.116087751371115,0.007921998781230956,2.6709323583180984,2.0,1,28,23.0,0
ava,Testing frameworks,4271,43,10.347752282837742,4.880590025755092,28.90529150081948,1.0,1,516177,72.0,1
jasmine,Testing frameworks,4536,0,6.280753968253968,0.083994708994709,4.75082671957672,2.0,1,1304053,1.0,1
tape,Testing frameworks,4994,41,11.775180216259512,1.1615939126952344,8.264567480977172,1.0,1,1082173,40.0,1
archunit,Testing frameworks,1311,1,23.124141876430205,0.34630053394355453,4.7362700228832955,2.0,1,49231,23.0,1
@ndp-software/lit-md,Testing frameworks,142,128,10.288732394366196,0.0,2.572183098591549,2.0,1,11,0.0,1
@vladx-official/vladx-core,Testing frameworks,204,143,28.647058823529413,0.0,3.5808823529411766,2.0,0,19,0.0,1
@mxmalykhin/template-package,Testing frameworks,916,786,1.9937227074235808,0.0032751091703056767,0.39874454148471616,2.0,1,13,0.0,0
@moyal/js-test,Testing frameworks,469,448,9.3454157782516,0.0,0.7787846481876333,2.0,1,36,0.0,0
secret-polar,Testing frameworks,1879,1036,7.7754124534326765,0.019691325172964343,1.9438531133581691,2.0,1,192,28.0,0
@scaffit/jest,Testing frameworks,292,274,6.254280821917808,0.0,1.2508561643835616,1.0,1,7,0.0,1
frappu,Testing frameworks,2668,1307,0.8214017991004499,0.0003748125937031484,0.13690029985007496,2.0,1,14,6.0,0
@komondor-lab/core,Testing frameworks,3123,5,0.11695485110470702,0.004482869036183158,0.7017291066282421,2.0,1,7,41.0,1
@scaffit/playwright,Testing frameworks,292,274,5.0034246575342465,0.0,1.2508561643835616,1.0,1,6,0.0,1
angular-jest-scaffolder,Testing frameworks,672,672,0.5435267857142857,0.001488095238095238,0.5435267857142857,2.0,1,6,0.0,0
@sherpajs/counsel,Testing frameworks,3118,1309,0.23428479794740217,0.00032071840923669016,0.23428479794740217,2.0,1,4,22.0,0
tstai,Testing frameworks,278,160,3.941546762589928,0.0,2.6276978417266186,2.0,1,5,0.0,1
redux,State management,4079,2,7.611240500122579,10.121843086852163,52.64205840770872,1.0,1,40474049,50.0,1
zustand,State management,2669,0,21.48529411764706,10.121843086852163,47.07605844885725,2.0,1,49026757,5.0,1
mobx,State management,4155,10,22.855595667870034,6.787966305655837,33.228519855595664,2.0,1,3856234,71.0,1
recoil,State management,2277,575,5.935111989459815,8.540184453227932,20.211462450592883,1.0,1,485037,320.0,0
jotai,State management,2178,0,35.21694214876033,9.748852157943068,41.58953168044077,2.0,1,5562146,4.0,1
xstate,State management,3971,0,27.68578443716948,7.539914379249559,35.32007051120625,1.0,1,5182386,120.0,1
@earendil-works/pi-agent-core,State management,354,0,39.20762711864407,10.121843086852163,52.64205840770872,2.0,1,1781159,98.0,1
@assistant-ui/store,State management,980,0,13.790051020408162,10.121843086852163,48.451530612244895,1.0,1,1332994,35.0,1
json-diff-ts,State management,2434,95,11.554745275267049,0.07888249794576828,3.0012325390304024,2.0,1,629703,9.0,1
@ngxs/store,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,156747,18.0,1
@ngxs/devtools-plugin,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,125527,18.0,1
@ngxs/storage-plugin,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,79395,18.0,1
create-ls,State management,489,357,4.4815950920245395,0.010224948875255624,1.4938650306748464,2.0,1,30059,0.0,1
@ngxs/router-plugin,State management,3088,1,139.68920012953367,1.1492875647668395,21.053918393782386,1.0,1,64151,18.0,1
@oh-my-pi/pi-agent-core,State management,210,0,143.6918531169311,10.121843086852163,52.64205840770872,2.0,1,76378,834.0,1
@ngxs/logger-plugin,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,59257,18.0,1
@ai-sdk-tools/store,State management,322,216,61.25310559006211,6.475155279503106,17.01475155279503,2.0,0,38897,42.0,1
@ngxs/form-plugin,State management,3088,1,143.6918531169311,1.1492875647668395,21.053918393782386,1.0,1,46559,18.0,1
hook-conditional,State management,413,357,1.768765133171913,0.007263922518159807,0.8843825665859565,2.0,1,10022,0.0,1
@openuidev/react-headless,State management,605,0,7.848347107438016,10.121843086852163,25.9599173553719,1.0,1,25471,128.0,1
create-cookie,State management,484,357,2.2639462809917354,0.004132231404958678,0.7546487603305785,2.0,1,5222,0.0,1
